Project Name,District/Planning Area,Completion,URL
TREASURES@G6,D14 / Geylang,2017,https://www.edgeprop.sg/condo-apartment/treasuresg6
23 RC SUITES,D8 / Rochor,Uncompleted,https://www.edgeprop.sg/condo-apartment/23-rc-suites
BERKELEY RESIDENCES,D15 / Bedok,2015,https://www.edgeprop.sg/condo-apartment/berkeley-residences
THE SKYWOODS,D23 / Bukit Panjang,2016,https://www.edgeprop.sg/condo-apartment/the-skywoods
LUSH ACRES,D28 / Sengkang,2016,https://www.edgeprop.sg/condo-apartment/lush-acres
SEA HORIZON,D18 / Pasir Ris,2016,https://www.edgeprop.sg/condo-apartment/sea-horizon
ONZE @ TANJONG PAGAR,D2 / Outram,2017,https://www.edgeprop.sg/condo-apartment/onze-tanjong-pagar
POLLEN & BLEU,D10 / Tanglin,2016,https://www.edgeprop.sg/condo-apartment/pollen-bleu
THE GLADES,D16 / Bedok,2016,https://www.edgeprop.sg/condo-apartment/the-glades
TP 180,D2 / Outram,Uncompleted,https://www.edgeprop.sg/condo-apartment/tp-180
GOODWOOD GRAND,D10 / Newton,2017,https://www.edgeprop.sg/condo-apartment/goodwood-grand
THOMSON THREE,D20 / Bishan,2016,https://www.edgeprop.sg/condo-apartment/thomson-three
1 NASSIM,D10 / Tanglin,Unknown,https://www.edgeprop.sg/condo-apartment/1-nassim
ADAM GREEN,D11 / Bukit Timah,2013,https://www.edgeprop.sg/condo-apartment/adam-green
AN CHUAN BUILDING,D7 / Downtown Core,Unknown,https://www.edgeprop.sg/condo-apartment/an-chuan-building
AO JIANG APARTMENTS,D13 / Toa Payoh,1987,https://www.edgeprop.sg/condo-apartment/ao-jiang-apartments
ATHENA VILLE,D14 / Geylang,2002,https://www.edgeprop.sg/condo-apartment/athena-ville
BALMORAL MANSIONS,D10 / Tanglin,Unknown,https://www.edgeprop.sg/condo-apartment/balmoral-mansions
BENCOOLEN HOUSE,D7 / Rochor,Unknown,https://www.edgeprop.sg/condo-apartment/bencoolen-house
BLUWEL APARTMENTS,D14 / Geylang,Unknown,https://www.edgeprop.sg/condo-apartment/bluwel-apartments
BUKIT PASOH EXTNSN CONSTN AREA,D2 / Outram,Unknown,https://www.edgeprop.sg/condo-apartment/bukit-pasoh-extnsn-constn-area
CASA CONTENDERE,D11 / Novena,1985,https://www.edgeprop.sg/condo-apartment/casa-contendere
CASA MELWANI,D11 / Novena,Unknown,https://www.edgeprop.sg/condo-apartment/casa-melwani
CASA UNO,D10 / Tanglin,Unknown,https://www.edgeprop.sg/condo-apartment/casa-uno
CAVENAGH FORTUNA,D9 / Newton,Unknown,https://www.edgeprop.sg/condo-apartment/cavenagh-fortuna
CAVENAGH LODGE,D9 / Newton,Unknown,https://www.edgeprop.sg/condo-apartment/cavenagh-lodge
CRESCENT BUILDING,D12 / Novena,Unknown,https://www.edgeprop.sg/condo-apartment/crescent-building
CUSCADEN MANSIONS,D10 / River Valley,Unknown,https://www.edgeprop.sg/condo-apartment/cuscaden-mansions
DARBY PARK,D10 / Tanglin,1995,https://www.edgeprop.sg/condo-apartment/darby-park
DEVONSHIRE APARTMENTS,D9 / River Valley,Unknown,https://www.edgeprop.sg/condo-apartment/devonshire-apartments
DEVONSHIRE BUILDING,D9 / River Valley,Unknown,https://www.edgeprop.sg/condo-apartment/devonshire-building
DUNEARN REGENCY,D11 / Bukit Timah,2011,https://www.edgeprop.sg/condo-apartment/dunearn-regency
EAST COURT,D15 / Geylang,1983,https://www.edgeprop.sg/condo-apartment/east-court
EMERALD APARTMENTS,D9 / Newton,1982,https://www.edgeprop.sg/condo-apartment/emerald-apartments
ESPANA,D11 / Novena,Unknown,https://www.edgeprop.sg/condo-apartment/espana
EVERTON COURT,D2 / Bukit Merah,Unknown,https://www.edgeprop.sg/condo-apartment/everton-court
FENG LAI MANSION,D14 / Geylang,Unknown,https://www.edgeprop.sg/condo-apartment/feng-lai-mansion
FIFTEEN ROBIN,D10 / Tanglin,2012,https://www.edgeprop.sg/condo-apartment/fifteen-robin
FU YUEN BUILDING,D7 / Downtown Core,Unknown,https://www.edgeprop.sg/condo-apartment/fu-yuen-building
FUTSING BUILDING,D8 / Kallang,Unknown,https://www.edgeprop.sg/condo-apartment/futsing-building
GALLOP COURT,D10 / Tanglin,Unknown,https://www.edgeprop.sg/condo-apartment/gallop-court
GOLD PALM MANSIONS,D15 / Bedok,Unknown,https://www.edgeprop.sg/condo-apartment/gold-palm-mansions
GOODLAND BUILDING,D8 / Rochor,2003,https://www.edgeprop.sg/condo-apartment/goodland-building
GRANGE 80,D9 / River Valley,Unknown,https://www.edgeprop.sg/condo-apartment/grange-80
GRANGE ROAD APARTMENTS,D10 / River Valley,Unknown,https://www.edgeprop.sg/condo-apartment/grange-road-apartments
HANSVILLE,D10 / Bukit Timah,Unknown,https://www.edgeprop.sg/condo-apartment/hansville
HIGH STREET CENTRE,D6 / Downtown Core,2005,https://www.edgeprop.sg/condo-apartment/high-street-centre
HOLLAND GEMS,D10 / Tanglin,Unknown,https://www.edgeprop.sg/condo-apartment/holland-gems
HOLLAND MANSION,D10 / Bukit Timah,Unknown,https://www.edgeprop.sg/condo-apartment/holland-mansion
HOLLAND VILLAGE,D10 / Bukit Timah,Unknown,https://www.edgeprop.sg/condo-apartment/holland-village
HONG BUILDING,D8 / Kallang,1981,https://www.edgeprop.sg/condo-apartment/hong-building
INSTITUTION VILLE,D9 / River Valley,-,https://www.edgeprop.sg/condo-apartment/institution-ville
JERVOIS GREEN,D10 / Tanglin,1989,https://www.edgeprop.sg/condo-apartment/jervois-green
JK BUILDING,D21 / Bukit Timah,1985,https://www.edgeprop.sg/condo-apartment/jk-building
KAI FOOK MANSION,D3 / Bukit Merah,Unknown,https://www.edgeprop.sg/condo-apartment/kai-fook-mansion
KARTAR APARTMENTS,D11 / Novena,-,https://www.edgeprop.sg/condo-apartment/kartar-apartments
KELIVILLE,D20 / Bishan,2005,https://www.edgeprop.sg/condo-apartment/keliville
KINDOL GARDENS,D27 / Sembawang,1988,https://www.edgeprop.sg/condo-apartment/kindol-gardens
KINTA SUITES,D8 / Rochor,2015,https://www.edgeprop.sg/condo-apartment/kinta-suites
KRETA AYER CONSERVATION AREA,D1 / Outram,Unknown,https://www.edgeprop.sg/condo-apartment/kreta-ayer-conservation-area
KURAU COURT,D15 / Bedok,Unknown,https://www.edgeprop.sg/condo-apartment/kurau-court
LEONG HIN BUILDING,D12 / Novena,Unknown,https://www.edgeprop.sg/condo-apartment/leong-hin-building
LEONIE CONDOTEL,D9 / River Valley,1997,https://www.edgeprop.sg/condo-apartment/leonie-condotel
LERMIT LODGE,D10 / Tanglin,Unknown,https://www.edgeprop.sg/condo-apartment/lermit-lodge
LESHAN GARDENS,D14 / Geylang,1999,https://www.edgeprop.sg/condo-apartment/leshan-gardens
LEWIS LODGE,D10 / Tanglin,Unknown,https://www.edgeprop.sg/condo-apartment/lewis-lodge
LIANG SEAH PLACE,D7 / Downtown Core,Unknown,https://www.edgeprop.sg/condo-apartment/liang-seah-place
LLOYD MANSION,D9 / River Valley,Unknown,https://www.edgeprop.sg/condo-apartment/lloyd-mansion
LODGE 77,D15 / Marine Parade,1995,https://www.edgeprop.sg/condo-apartment/lodge-77
LOTUS AT JOO CHIAT,D15 / Geylang,Unknown,https://www.edgeprop.sg/condo-apartment/lotus-at-joo-chiat
MARINE MANSION,D15 / Marine Parade,Unknown,https://www.edgeprop.sg/condo-apartment/marine-mansion
NANAK MANSIONS,D15 / Marine Parade,1985,https://www.edgeprop.sg/condo-apartment/nanak-mansions
NASSIMVILLE,D10 / Tanglin,Unknown,https://www.edgeprop.sg/condo-apartment/nassimville
NEWTON GEMS,D11 / Novena,Unknown,https://www.edgeprop.sg/condo-apartment/newton-gems
NIVEN SUITES,D9 / Rochor,2009,https://www.edgeprop.sg/condo-apartment/niven-suites
NOVENA GARDENS,D11 / Novena,Unknown,https://www.edgeprop.sg/condo-apartment/novena-gardens
NUTMEG COURT,D9 / Orchard,Unknown,https://www.edgeprop.sg/condo-apartment/nutmeg-court
ONE AKYAB,D11 / Novena,1984,https://www.edgeprop.sg/condo-apartment/one-akyab
ORANGE REGENCY,D10 / Tanglin,Unknown,https://www.edgeprop.sg/condo-apartment/orange-regency
OXLEY MANSION,D9 / River Valley,Unknown,https://www.edgeprop.sg/condo-apartment/oxley-mansion
PARKWAY APARTMENT,D15 / Marine Parade,Unknown,https://www.edgeprop.sg/condo-apartment/parkway-apartment
PATENT PLACE,D21 / Bukit Timah,2001,https://www.edgeprop.sg/condo-apartment/patent-place
PEAK COURT,D11 / Novena,Unknown,https://www.edgeprop.sg/condo-apartment/peak-court
PINE SPRINGS,D10 / Tanglin,Unknown,https://www.edgeprop.sg/condo-apartment/pine-springs
POINT LOMA,D11 / Bukit Timah,Unknown,https://www.edgeprop.sg/condo-apartment/point-loma
PRIMERO PLACE,D7 / Downtown Core,Unknown,https://www.edgeprop.sg/condo-apartment/primero-place
RAINBOW MANSION,D10 / River Valley,Unknown,https://www.edgeprop.sg/condo-apartment/rainbow-mansion
REDWOOD@CENTRAL,D14 / Geylang,Unknown,https://www.edgeprop.sg/condo-apartment/redwoodcentral
RISING COURT,D15 / Marine Parade,1974,https://www.edgeprop.sg/condo-apartment/rising-court
RIVERDALE RESIDENCE,D9 / River Valley,2003,https://www.edgeprop.sg/condo-apartment/riverdale-residence
ROCHALIE RESIDENCES,D10 / Tanglin,Unknown,https://www.edgeprop.sg/condo-apartment/rochalie-residences
ROSELANE COURT,D15 / Geylang,Unknown,https://www.edgeprop.sg/condo-apartment/roselane-court
ROYAL PALM MANSIONS,D5 / Queenstown,Unknown,https://www.edgeprop.sg/condo-apartment/royal-palm-mansions
SAPPHIRE 99,D9 / Rochor,2006,https://www.edgeprop.sg/condo-apartment/sapphire-99
SARKIES GARDENS,D10 / Newton,Unknown,https://www.edgeprop.sg/condo-apartment/sarkies-gardens
SARKIES MANSIONS,D10 / Newton,Unknown,https://www.edgeprop.sg/condo-apartment/sarkies-mansions
SERAYA LODGE,D15 / Marine Parade,Unknown,https://www.edgeprop.sg/condo-apartment/seraya-lodge
SERENE CENTRE,D10 / Tanglin,Unknown,https://www.edgeprop.sg/condo-apartment/serene-centre
SHANGRI-LA RESIDENCES,D10 / Tanglin,Unknown,https://www.edgeprop.sg/condo-apartment/shangri-la-residences
SIGLAP CENTRE,D15 / Bedok,Unknown,https://www.edgeprop.sg/condo-apartment/siglap-centre
SIN MING CENTRE,D20 / Bishan,-,https://www.edgeprop.sg/condo-apartment/sin-ming-centre
SONG LANG GREEN,D15 / Geylang,2001,https://www.edgeprop.sg/condo-apartment/song-lang-green
SOPHIA CREST,D9 / Rochor,Unknown,https://www.edgeprop.sg/condo-apartment/sophia-crest
SOPHIA VIEW,D9 / Rochor,1997,https://www.edgeprop.sg/condo-apartment/sophia-view
SPRINGLEAF TOWER,D2 / Downtown Core,2002,https://www.edgeprop.sg/condo-apartment/springleaf-tower
STARFIRE @ SOPHIA,D9 / Rochor,Unknown,https://www.edgeprop.sg/condo-apartment/starfire-sophia
SUITES @ SOPHIA,D9 / Rochor,Unknown,https://www.edgeprop.sg/condo-apartment/suites-sophia
SURREY COURT,D11 / Novena,Unknown,https://www.edgeprop.sg/condo-apartment/surrey-court
TACPLAS HOUSE,D14 / Geylang,Unknown,https://www.edgeprop.sg/condo-apartment/tacplas-house
TAN CHIN TUAN MANSION,D9 / Newton,Unknown,https://www.edgeprop.sg/condo-apartment/tan-chin-tuan-mansion
TERRACE VIEW,D15 / Marine Parade,Unknown,https://www.edgeprop.sg/condo-apartment/terrace-view
THE ASTERIA,D15 / Bedok,2008,https://www.edgeprop.sg/condo-apartment/the-asteria
THE CAIRNHILL,D9 / Newton,1984,https://www.edgeprop.sg/condo-apartment/the-cairnhill
THE COLONNADE,D10 / Tanglin,1986,https://www.edgeprop.sg/condo-apartment/the-colonnade
THE ESTRELLA,D5 / Queenstown,2009,https://www.edgeprop.sg/condo-apartment/the-estrella
THE LUXE,D9 / Museum,2008,https://www.edgeprop.sg/condo-apartment/the-luxe
THYE SHAN MANSION,D2 / Outram,Unknown,https://www.edgeprop.sg/condo-apartment/thye-shan-mansion
TIANSO HEIGHTS,D11 / Novena,Unknown,https://www.edgeprop.sg/condo-apartment/tianso-heights
TOHO MANSION,D10 / Bukit Timah,Unknown,https://www.edgeprop.sg/condo-apartment/toho-mansion
N/A,N/A,N/A,https://www.edgeprop.sg/condo-apartment/valley-court
VALLEY LODGE,D9 / River Valley,Unknown,https://www.edgeprop.sg/condo-apartment/valley-lodge
VILLAEA VISTA,D10 / Bukit Timah,1959,https://www.edgeprop.sg/condo-apartment/villaea-vista
VISIN APARTMENTS,D11 / Novena,Unknown,https://www.edgeprop.sg/condo-apartment/visin-apartments
WESTPOINT CONDOMINIUM,D5 / Queenstown,Unknown,https://www.edgeprop.sg/condo-apartment/westpoint-condominium
WILMER HOUSE,D9 / River Valley,Unknown,https://www.edgeprop.sg/condo-apartment/wilmer-house
N/A,N/A,N/A,https://www.edgeprop.sg/condo-apartment/wisma-m-t-f-a
SKYPARK RESIDENCES,D27 / Sembawang,2016,https://www.edgeprop.sg/condo-apartment/skypark-residences
WATERWOODS,D19 / Punggol,2015,https://www.edgeprop.sg/condo-apartment/waterwoods
THE PANORAMA,D20 / Ang Mo Kio,2017,https://www.edgeprop.sg/condo-apartment/the-panorama
8 FARRER SUITES,D8 / Kallang,2015,https://www.edgeprop.sg/condo-apartment/8-farrer-suites
DUO RESIDENCES,D7 / Downtown Core,2017,https://www.edgeprop.sg/condo-apartment/duo-residences
FLORAVILLE,D28 / Ang Mo Kio,2017,https://www.edgeprop.sg/condo-apartment/floraville
KENSINGTON SQUARE,D19 / Hougang,2016,https://www.edgeprop.sg/condo-apartment/kensington-square
28 RC SUITES,D8 / Rochor,2016,https://www.edgeprop.sg/condo-apartment/28-rc-suites
N/A,N/A,N/A,https://www.edgeprop.sg/condo-apartment/clermont-residence
FLORAVIEW,D20 / Ang Mo Kio,2017,https://www.edgeprop.sg/condo-apartment/floraview
GUILLEMARD SUITES,D14 / Geylang,2017,https://www.edgeprop.sg/condo-apartment/guillemard-suites
NINE RESIDENCES,D27 / Yishun,2015,https://www.edgeprop.sg/condo-apartment/nine-residences
RITZ @ FARRER,D8 / Rochor,2017,https://www.edgeprop.sg/condo-apartment/ritz-farrer
SKY VUE,D20 / Bishan,2016,https://www.edgeprop.sg/condo-apartment/sky-vue
THE CREEK @ BUKIT,D21 / Bukit Timah,2017,https://www.edgeprop.sg/condo-apartment/the-creek-bukit
THE VENUE RESIDENCES,D13 / Toa Payoh,2017,https://www.edgeprop.sg/condo-apartment/the-venue-residences
# 1 SUITES,D14 / Geylang,2016,https://www.edgeprop.sg/condo-apartment/1-suites
N/A,N/A,N/A,https://www.edgeprop.sg/condo-apartment/the-bently-residences-kovan
ALEX RESIDENCES,D3 / Bukit Merah,2017,https://www.edgeprop.sg/condo-apartment/alex-residences
HILLS TWOONE,D23 / Bukit Batok,2016,https://www.edgeprop.sg/condo-apartment/hills-twoone
LIV ON WILKIE,D9 / Rochor,2017,https://www.edgeprop.sg/condo-apartment/liv-on-wilkie
N/A,N/A,N/A,https://www.edgeprop.sg/condo-apartment/marina-one
THE CENTREN,D14 / Geylang,2016,https://www.edgeprop.sg/condo-apartment/the-centren
THE INFLORA,D17 / Pasir Ris,2016,https://www.edgeprop.sg/condo-apartment/the-inflora
3 ORCHARD BY-THE-PARK,D10 / Orchard,2017,https://www.edgeprop.sg/condo-apartment/3-orchard-by-the-park
NEEM TREE,D12 / Novena,2018,https://www.edgeprop.sg/condo-apartment/neem-tree
REZI 3TWO,D14 / Geylang,2017,https://www.edgeprop.sg/condo-apartment/rezi-3two
LOTUS AT JERVOIS,D10 / Tanglin,Unknown,https://www.edgeprop.sg/condo-apartment/lotus-at-jervois
6 DERBYSHIRE,D11 / Novena,2017,https://www.edgeprop.sg/condo-apartment/6-derbyshire
AMBER SKYE,D15 / Marine Parade,2017,https://www.edgeprop.sg/condo-apartment/amber-skye
THE HILLFORD,D21 / Bukit Timah,2016,https://www.edgeprop.sg/condo-apartment/the-hillford
90 HOLLAND ROAD,D10 / Bukit Timah,1995,https://www.edgeprop.sg/condo-apartment/90-holland-road
7 DRAYCOTT DRIVE,D10 / Newton,2000,https://www.edgeprop.sg/condo-apartment/7-draycott-drive
38 DRAYCOTT DRIVE,D10 / Newton,2002,https://www.edgeprop.sg/condo-apartment/38-draycott-drive
72 GRANGE ROAD,D10 / River Valley,1995,https://www.edgeprop.sg/condo-apartment/72-grange-road
120 GRANGE ROAD,D10 / River Valley,1997,https://www.edgeprop.sg/condo-apartment/120-grange-road
THE DIAMOND,D14 / Geylang,1997,https://www.edgeprop.sg/condo-apartment/the-diamond
27 BALMORAL PARK,D10 / Tanglin,Unknown,https://www.edgeprop.sg/condo-apartment/27-balmoral-park
62 CHANGI ROAD,D14 / Geylang,1983,https://www.edgeprop.sg/condo-apartment/62-changi-road
8 ORANGE GROVE ROAD,D10 / Newton,1989,https://www.edgeprop.sg/condo-apartment/8-orange-grove-road
JOO CHIAT VERBENA,D15 / Bedok,1996,https://www.edgeprop.sg/condo-apartment/joo-chiat-verbena
8 NASSIM HILL,D10 / Tanglin,2010,https://www.edgeprop.sg/condo-apartment/8-nassim-hill
1A JALAN KEMAMAN,D12 / Novena,1993,https://www.edgeprop.sg/condo-apartment/1a-jalan-kemaman
6 UPPER EAST COAST ROAD,D15 / Bedok,1995,https://www.edgeprop.sg/condo-apartment/6-upper-east-coast-road
412 SERANGOON ROAD,D8 / Rochor,1980,https://www.edgeprop.sg/condo-apartment/412-serangoon-road
32 PENHAS ROAD,D8 / Kallang,1999,https://www.edgeprop.sg/condo-apartment/32-penhas-road
35 KIM YAM ROAD,D9 / River Valley,Unknown,https://www.edgeprop.sg/condo-apartment/35-kim-yam-road
381 PASIR PANJANG ROAD,D5 / Queenstown,1994,https://www.edgeprop.sg/condo-apartment/381-pasir-panjang-road
RIVERBANK @ FERNVALE,D28 / Sengkang,2017,https://www.edgeprop.sg/condo-apartment/riverbank-fernvale
RIVERTREES RESIDENCES,D28 / Sengkang,2017,https://www.edgeprop.sg/condo-apartment/rivertrees-residences
LANDMARK TOWER,D3 / Outram,1985,https://www.edgeprop.sg/condo-apartment/landmark-tower
HIGHLINE RESIDENCES,D3 / Bukit Merah,2018,https://www.edgeprop.sg/condo-apartment/highline-residences
LAKEVILLE,D22 / Jurong West,2017,https://www.edgeprop.sg/condo-apartment/lakeville
PERMAI RESIDENCES,D4 / Bukit Merah,2016,https://www.edgeprop.sg/condo-apartment/permai-residences
PRESTIGE POINT,D19 / Hougang,2016,https://www.edgeprop.sg/condo-apartment/prestige-point
ROBIN RESIDENCES,D10 / Tanglin,2015,https://www.edgeprop.sg/condo-apartment/robin-residences
THE CREST,D3 / Bukit Merah,2017,https://www.edgeprop.sg/condo-apartment/the-crest
THE SANTORINI,D18 / Tampines,2017,https://www.edgeprop.sg/condo-apartment/the-santorini
ASCENT @ 456,D12 / Novena,2017,https://www.edgeprop.sg/condo-apartment/ascent-456
COMMONWEALTH TOWERS,D3 / Queenstown,2017,https://www.edgeprop.sg/condo-apartment/commonwealth-towers
KALLANG RIVERSIDE,D12 / Kallang,2018,https://www.edgeprop.sg/condo-apartment/kallang-riverside
N/A,N/A,N/A,https://www.edgeprop.sg/condo-apartment/seventy-saint-patrick-s
COCO PALMS,D18 / Pasir Ris,2018,https://www.edgeprop.sg/condo-apartment/coco-palms
NEW FUTURA,D9 / River Valley,2017,https://www.edgeprop.sg/condo-apartment/new-futura
SINGA HILLS,D14 / Bedok,2016,https://www.edgeprop.sg/condo-apartment/singa-hills
THE BLISS,D8 / Rochor,2013,https://www.edgeprop.sg/condo-apartment/the-bliss
THE RISE @ OXLEY - RESIDENCES,D9 / Museum,2017,https://www.edgeprop.sg/condo-apartment/the-rise-oxley-residences
TRILIVE,D19 / Hougang,2018,https://www.edgeprop.sg/condo-apartment/trilive
WATERFRONT @ FABER,D5 / Clementi,2017,https://www.edgeprop.sg/condo-apartment/waterfront-faber
SUNNYVALE RESIDENCES,D15 / Bedok,2017,https://www.edgeprop.sg/condo-apartment/sunnyvale-residences
CITY GATE,D7 / Kallang,2018,https://www.edgeprop.sg/condo-apartment/city-gate
LOFT 33,D14 / Geylang,2016,https://www.edgeprop.sg/condo-apartment/loft-33
M5,D10 / Tanglin,2018,https://www.edgeprop.sg/condo-apartment/m5
PARKSUITES,D10 / Bukit Timah,2023,https://www.edgeprop.sg/condo-apartment/parksuites
MARINE BLUE,D15 / Marine Parade,2016,https://www.edgeprop.sg/condo-apartment/marine-blue
DONG LONG MANSION,D15 / Bedok,1975,https://www.edgeprop.sg/condo-apartment/dong-long-mansion
FRASER SUITES,D10 / Tanglin,Unknown,https://www.edgeprop.sg/condo-apartment/fraser-suites
BELLEWOODS,D25 / Woodlands,2017,https://www.edgeprop.sg/condo-apartment/bellewoods
THE TERRACE,D19 / Punggol,2017,https://www.edgeprop.sg/condo-apartment/the-terrace
BIJOU,D5 / Queenstown,2018,https://www.edgeprop.sg/condo-apartment/bijou
PARK 1 SUITES,D14 / Geylang,2017,https://www.edgeprop.sg/condo-apartment/park-1-suites
RESIDENCE 1,D14 / Geylang,Uncompleted,https://www.edgeprop.sg/condo-apartment/residence-1
THE CITRON RESIDENCES,D8 / Kallang,2017,https://www.edgeprop.sg/condo-apartment/the-citron-residences
FORTE SUITES,D8 / Kallang,2016,https://www.edgeprop.sg/condo-apartment/forte-suites
VIIO @ BALESTIER,D12 / Novena,2018,https://www.edgeprop.sg/condo-apartment/viio-balestier
THE CATHAY RESIDENCES,D9 / Museum,2006,https://www.edgeprop.sg/condo-apartment/the-cathay-residences
MIAPLACE,D15 / Marine Parade,Unknown,https://www.edgeprop.sg/condo-apartment/miaplace
STILL 123,D15 / Geylang,2012,https://www.edgeprop.sg/condo-apartment/still-123
BELLEWATERS,D19 / Sengkang,2017,https://www.edgeprop.sg/condo-apartment/bellewaters
LAKE LIFE,D22 / Jurong West,2016,https://www.edgeprop.sg/condo-apartment/lake-life
12 ON SHAN,D12 / Novena,2018,https://www.edgeprop.sg/condo-apartment/12-on-shan
MARINA ONE RESIDENCES,D1 / Downtown Core,2017,https://www.edgeprop.sg/condo-apartment/marina-one-residences
ONE DUCHESS,D10 / Bukit Timah,2017,https://www.edgeprop.sg/condo-apartment/one-duchess
RIO CASA,D19 / Hougang,Unknown,https://www.edgeprop.sg/condo-apartment/rio-casa
OUE TWIN PEAKS,D9 / River Valley,2015,https://www.edgeprop.sg/condo-apartment/oue-twin-peaks
TRE RESIDENCES,D14 / Geylang,2018,https://www.edgeprop.sg/condo-apartment/tre-residences
THE ORIENT,D5 / Queenstown,2017,https://www.edgeprop.sg/condo-apartment/the-orient
SOPHIA HILLS,D9 / Rochor,2018,https://www.edgeprop.sg/condo-apartment/sophia-hills
THE AMORE,D19 / Punggol,2016,https://www.edgeprop.sg/condo-apartment/the-amore
SYMPHONY SUITES,D27 / Yishun,2018,https://www.edgeprop.sg/condo-apartment/symphony-suites
FLORENCE REGENCY,D19 / Hougang,Unknown,https://www.edgeprop.sg/condo-apartment/florence-regency
MEYER MELODIA,D15 / Marine Parade,2017,https://www.edgeprop.sg/condo-apartment/meyer-melodia
KINGSFORD WATERBAY,D19 / Hougang,2018,https://www.edgeprop.sg/condo-apartment/kingsford-waterbay
SIMS URBAN OASIS,D14 / Geylang,2017,https://www.edgeprop.sg/condo-apartment/sims-urban-oasis
N/A,N/A,N/A,https://www.edgeprop.sg/condo-apartment/steven-s-court
NORTH PARK RESIDENCES,D27 / Yishun,2018,https://www.edgeprop.sg/condo-apartment/north-park-residences
BOTANIQUE AT BARTLEY,D19 / Serangoon,2019,https://www.edgeprop.sg/condo-apartment/botanique-at-bartley
STANGEE PLACE,D15 / Marine Parade,Unknown,https://www.edgeprop.sg/condo-apartment/stangee-place
WESTWOOD RESIDENCES,D22 / Jurong West,2017,https://www.edgeprop.sg/condo-apartment/westwood-residences
WATERFRONT @ FABER,D5 / Clementi,2017,https://www.edgeprop.sg/condo-apartment/waterfront-faber
HILBRE28,D19 / Hougang,2017,https://www.edgeprop.sg/condo-apartment/hilbre28
ARDMORE THREE,D10 / Newton,2014,https://www.edgeprop.sg/condo-apartment/ardmore-three
HIGH PARK RESIDENCES,D28 / Sengkang,2019,https://www.edgeprop.sg/condo-apartment/high-park-residences
THE VALES,D19 / Sengkang,2017,https://www.edgeprop.sg/condo-apartment/the-vales
THE BROWNSTONE,D27 / Sembawang,2017,https://www.edgeprop.sg/condo-apartment/the-brownstone
ADANA @ THOMSON,D20 / Ang Mo Kio,2018,https://www.edgeprop.sg/condo-apartment/adana-thomson
CITY SUITES,D12 / Novena,2017,https://www.edgeprop.sg/condo-apartment/city-suites
SOL ACRES,D23 / Choa Chu Kang,2018,https://www.edgeprop.sg/condo-apartment/sol-acres
SIGNATURE AT YISHUN,D27 / Yishun,2017,https://www.edgeprop.sg/condo-apartment/signature-at-yishun
THE CRITERION,D27 / Yishun,2018,https://www.edgeprop.sg/condo-apartment/the-criterion
PRINCIPAL GARDEN,D3 / Bukit Merah,2018,https://www.edgeprop.sg/condo-apartment/principal-garden
N/A,N/A,N/A,https://www.edgeprop.sg/condo-apartment/wallich-residence-at-tanjong-pagar-centre
THOMSON IMPRESSIONS,D20 / Bishan,2018,https://www.edgeprop.sg/condo-apartment/thomson-impressions
SERANGOON VILLE,D19 / Serangoon,Unknown,https://www.edgeprop.sg/condo-apartment/serangoon-ville
THE POIZ RESIDENCES,D13 / Toa Payoh,2018,https://www.edgeprop.sg/condo-apartment/the-poiz-residences
THE VISIONAIRE,D27 / Sembawang,2018,https://www.edgeprop.sg/condo-apartment/the-visionaire
WANDERVALE,D23 / Choa Chu Kang,2018,https://www.edgeprop.sg/condo-apartment/wandervale
183 LONGHAUS,D20 / Bishan,2019,https://www.edgeprop.sg/condo-apartment/183-longhaus
THE ASANA,D10 / Bukit Timah,2017,https://www.edgeprop.sg/condo-apartment/the-asana
CARLISLE COURT,D8 / Kallang,1986,https://www.edgeprop.sg/condo-apartment/carlisle-court
STURDEE RESIDENCES,D8 / Kallang,2019,https://www.edgeprop.sg/condo-apartment/sturdee-residences
THE WISTERIA,D27 / Yishun,2018,https://www.edgeprop.sg/condo-apartment/the-wisteria
CAIRNHILL NINE,D9 / Orchard,2016,https://www.edgeprop.sg/condo-apartment/cairnhill-nine
NORTHWAVE,D25 / Woodlands,2019,https://www.edgeprop.sg/condo-apartment/northwave
PARC LIFE,D27 / Sembawang,2018,https://www.edgeprop.sg/condo-apartment/parc-life
TREASURE CREST,D19 / Sengkang,2018,https://www.edgeprop.sg/condo-apartment/treasure-crest
GEM RESIDENCES,D12 / Toa Payoh,2019,https://www.edgeprop.sg/condo-apartment/gem-residences
STARS OF KOVAN,D19 / Hougang,2019,https://www.edgeprop.sg/condo-apartment/stars-of-kovan
LOTUS AT PAYA LEBAR,D14 / Geylang,Unknown,https://www.edgeprop.sg/condo-apartment/lotus-at-paya-lebar
LAKE GRANDE,D22 / Jurong West,2019,https://www.edgeprop.sg/condo-apartment/lake-grande
23 RAMBUTAN ROAD,D15 / Marine Parade,1997,https://www.edgeprop.sg/condo-apartment/23-rambutan-road
HANA,D10 / Bukit Timah,2014,https://www.edgeprop.sg/condo-apartment/hana
282B JOO CHIAT ROAD,D15 / Marine Parade,Unknown,https://www.edgeprop.sg/condo-apartment/282b-joo-chiat-road
28 GILSTEAD ROAD,D11 / Novena,Unknown,https://www.edgeprop.sg/condo-apartment/28-gilstead-road
N/A,N/A,N/A,https://www.edgeprop.sg/condo-apartment/five-on-shenton-v-on-shenton
